sessionId	userId	timestamp	mode	activity	shape_n	weight_n	flow_n	kt	baselineReady	note								
sess_8d2y7ky7w	NCNU_User_1774321434964	2026-03-24T03:03:56.568Z	B	Heart	0.5	0.5	0.5	0.5	FALSE	0.7067	0.658	0.6642	0.6684	0.6895	0.4553	0.6184	0.4792	
sess_8d2y7ky7w	NCNU_User_1774321434964	2026-03-24T03:04:02.634Z	B	Victory	0.5	0.5	0.5	0.5	FALSE	0.6185	0.7539	0.4205	0.9428	0.58	0.3482	0.4016	0.3774	right
sess_8d2y7ky7w	NCNU_User_1774321434964	2026-03-24T03:04:05.868Z	B	Baseline_End	0.5377287654	1	0	0.8844321914	TRUE	0.6499	0.9131	0.475	0.9415	0.6502	0.3469	0.4704	0.3572	baseline calibrated
sess_zvtagb8vm	NCNU_User_1774321447299	2026-03-24T03:04:08.542Z	B	Victory	0.5	0.5	0.5	0.5	FALSE	0.616	0.9346	0.4504	0.9175	0.6471	0.342	0.4744	0.354	right
sess_janpl7l97	NCNU_User_1774321452675	2026-03-24T03:04:14.403Z	B	Victory	0.5	0.5	0.5	0.5	FALSE	0.7796	0.8754	0.3284	0.8984	0.6535	0.3513	0.4703	0.3581	left
sess_janpl7l97	NCNU_User_1774321452675	2026-03-24T03:04:24.025Z	B	Baseline_End	0.244327549	0.2569222709	0.8671106112	0.2103620817	TRUE	0.6597	0.9218	0.475	0.9421	0.6492	0.3436	0.4689	0.353	baseline calibrated
sess_janpl7l97	NCNU_User_1774321452675	2026-03-24T03:04:30.306Z	B	Heart	0.1245474964	0.3840300414	0.5149189315	0.3545272646	TRUE	0.7341	0.6848	0.7523	0.6747	0.7604	0.5409	0.6968	0.537	
sess_janpl7l97	NCNU_User_1774321452675	2026-03-24T03:04:54.033Z	B	Dance_Continuous	0	0.2332518118	0.9797842457	0.1003762387	TRUE	0.7335	0.687	0.7486	0.6765	0.7604	0.5428	0.6965	0.5348	30s_Interval_AutoLog
sess_janpl7l97	NCNU_User_1774321452675	2026-03-24T03:04:57.175Z	B	Heart	0.2115398606	0.5576667231	0.6091896875	0.4127352638	TRUE	0.7332	0.6877	0.7517	0.6771	0.7597	0.5417	0.6966	0.5356	
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:05:18.420Z	B	Baseline_End	0.7018616208	1	0.3992721319	0.785720159	TRUE	0.606	0.7699	0.111	0.7292	0.4624	0.3637	0.3042	0.386	baseline calibrated
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:05:23.562Z	B	Heart	0.2563361943	1	0.4555744976	0.6546329744	TRUE	0.4194	0.2861	0.4083	0.2929	0.4892	0.3396	0.3447	0.3347	
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:05:24.084Z	B	Dance_Continuous	0.1017678393	1	0.1890658202	0.7092689228	TRUE	0.4753	0.3203	0.3558	0.2871	0.496	0.3469	0.3402	0.3608	30s_Interval_AutoLog
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:05:24.732Z	B	Victory	0.0995619809	0.6735908897	0.8622633645	0.3425346735	TRUE	0.438	0.2904	0.373	0.2458	0.4875	0.3404	0.3445	0.3364	left
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:05:26.161Z	B	Victory	0.3729537295	1	0.3890377757	0.7070752109	TRUE	0.4447	0.3231	0.3506	0.3685	0.4866	0.3586	0.3439	0.3634	right
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:05:27.161Z	B	Heart	0	0.473776645	0.5641368222	0.3420627702	TRUE	0.4193	0.2859	0.4017	0.271	0.4849	0.3458	0.3434	0.3407	
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:05:28.917Z	B	Gull_Flap	1	0.3388839897	0.9809191822	0.3922318821	TRUE	0.6704	0.2708	0.1499	0.245	0.4985	0.3592	0.3451	0.3636	
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:05:31.685Z	B	Victory	0.7162712308	0.905089746	0.6717917482	0.6559765942	TRUE	0.6348	0.4089	0.1958	0.2753	0.5064	0.3581	0.3549	0.3608	right
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:05:32.760Z	B	Victory	0.4455544487	0.8881985594	0.2589327544	0.7260415719	TRUE	0.4559	0.3777	0.5054	0.4913	0.4948	0.3553	0.3729	0.3445	left
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:05:33.819Z	B	Victory	1	1	0	1	TRUE	0.6108	0.2706	0.1136	0.3357	0.4736	0.3566	0.3231	0.3643	right
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:05:35.568Z	B	Victory	0.4108299805	0.8803426432	0.3853695061	0.6699652253	TRUE	0.5876	0.213	0.2536	0.1685	0.4838	0.3579	0.3313	0.3528	left
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:05:39.096Z	B	Heart	0.007290076512	1	0	0.7518225191	TRUE	0.4466	0.513	0.4138	0.5152	0.4927	0.3572	0.3422	0.3684	
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:05:39.389Z	B	Fireworks_Explosion	0	1	0.2477853537	0.6632751262	TRUE	0.4238	0.5627	0.4014	0.5128	0.4802	0.3495	0.3306	0.3669	left
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:05:39.663Z	B	Victory	0	1	0.09857832843	0.715497585	TRUE	0.3882	0.582	0.4132	0.5842	0.4646	0.3524	0.3158	0.3758	right
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:05:40.819Z	B	Fireworks_Explosion	0	1	0.1792576406	0.6872598258	TRUE	0.4469	0.6207	0.4566	0.5862	0.4996	0.3516	0.3552	0.3775	right
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:05:42.097Z	B	Victory	0	1	0.3719541102	0.6198160614	TRUE	0.5252	0.1714	0.4426	0.1835	0.5319	0.342	0.3856	0.3345	right
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:05:42.386Z	B	Victory	0.08898081745	1	0.3870939488	0.6367623223	TRUE	0.649	0.0822	0.3147	0.0407	0.5221	0.3464	0.3644	0.3398	left
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:05:42.796Z	B	Gull_Flap	0.6785786126	0.7456011264	0.7570729984	0.5529095543	TRUE	0.7614	0.1966	0.1498	0.1121	0.5161	0.3548	0.3529	0.3566	
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:05:46.298Z	B	Fireworks_Explosion	0	1	0.1397712948	0.7010800468	TRUE	0.4146	0.6706	0.4154	0.6697	0.4818	0.3499	0.3353	0.3691	right
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:05:46.585Z	B	Victory	0	1	0.07080146578	0.725219487	TRUE	0.4399	0.4562	0.441	0.4748	0.5017	0.3535	0.3593	0.3659	left
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:05:47.551Z	B	Heart	0	1	0.1322157223	0.7037244972	TRUE	0.474	0.4945	0.4453	0.5352	0.5216	0.3581	0.3793	0.3621	
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:05:50.512Z	B	Heart	0	1	0.197257581	0.6809598466	TRUE	0.4522	0.3194	0.4267	0.3036	0.503	0.3514	0.3628	0.3485	
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:05:54.143Z	B	Dance_Continuous	0.2877924084	1	0.4483507663	0.6650253339	TRUE	0.4946	0.2466	0.365	0.2196	0.5061	0.3301	0.3627	0.3281	30s_Interval_AutoLog
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:05:54.527Z	B	Heart	0.07911322108	1	0.2614158763	0.6782827486	TRUE	0.4404	0.4336	0.4069	0.4489	0.5044	0.3564	0.3573	0.3645	
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:05:54.860Z	B	Fireworks_Explosion	0	1	0.2235575744	0.671754849	TRUE	0.4566	0.2362	0.3906	0.2339	0.4948	0.3309	0.3563	0.313	left
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:05:55.663Z	B	Victory	0.0133268042	1	0.2806258681	0.6551126472	TRUE	0.4657	0.2824	0.3876	0.298	0.4919	0.335	0.3538	0.332	left
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:05:56.218Z	B	Fireworks_Explosion	0	1	0.2708707361	0.6551952424	TRUE	0.4585	0.2617	0.3966	0.2686	0.4943	0.3406	0.3572	0.3339	right
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:05:56.905Z	B	Heart	0	1	0.3521355176	0.6267525688	TRUE	0.4519	0.5298	0.418	0.5342	0.506	0.3595	0.3637	0.3628	
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:00.956Z	B	Gull_Flap	1	1	0.03558154175	0.9875464604	TRUE	0.6961	0.292	0.0908	0.2475	0.5123	0.3616	0.3489	0.3527	
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:01.476Z	B	Victory	0.9698746965	1	0.2233229543	0.9143056401	TRUE	0.5135	0.2571	0.3002	0.2245	0.485	0.3614	0.3319	0.3531	right
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:03.191Z	B	Fireworks_Explosion	0.3319738941	0.8955692993	0.4092052571	0.6479993533	TRUE	0.4492	0.1305	0.3231	0.2524	0.4972	0.3364	0.3473	0.3497	left
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:07.072Z	B	Victory	0.5200437011	0.9475865919	0.8010373446	0.5786824914	TRUE	0.6322	0.3822	0.2225	0.3112	0.5077	0.3526	0.3564	0.3668	right
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:08.136Z	B	Heart	0.3639238543	1	0.3638018945	0.7136503005	TRUE	0.4482	0.3469	0.4348	0.3561	0.5151	0.3429	0.3684	0.3346	
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:09.187Z	B	Victory	0.2514520619	0.6622987748	0.4292239286	0.5275541504	TRUE	0.6393	0.1644	0.2627	0.1653	0.509	0.3559	0.3515	0.3568	left
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:11.582Z	B	Victory	1	1	0.2211689604	0.9225908639	TRUE	0.7323	0.3566	0.0535	0.3065	0.4647	0.3628	0.3047	0.3651	left
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:13.110Z	B	Victory	1	1	0.1523130816	0.9466904214	TRUE	0.7952	0.2848	0.1937	0.2943	0.5727	0.3652	0.4151	0.3655	right
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:17.887Z	B	Victory	0.2591346138	1	0	0.8147836535	TRUE	0.7267	0.3879	0.6091	0.4057	0.558	0.3646	0.4211	0.3615	left
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:18.285Z	B	Victory	0.1930784714	1	0	0.7982696179	TRUE	0.629	0.7312	0.4644	0.7174	0.5224	0.3814	0.3765	0.3626	right
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:20.159Z	B	Victory	0.3000419546	1	0.324830442	0.7113198339	TRUE	0.6815	0.7702	0.5529	0.7401	0.5564	0.3986	0.4216	0.3716	left
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:21.586Z	B	Fireworks_Explosion	0.2657775704	1	0.2345635312	0.7343471567	TRUE	0.4342	0.3093	0.2636	0.3402	0.4705	0.3458	0.3196	0.3665	left
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:23.400Z	B	Victory	0	0.6850866036	0.6015641896	0.4134871751	TRUE	0.3478	0.3686	0.308	0.4299	0.4636	0.3508	0.3108	0.3664	left
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:24.181Z	B	Dance_Continuous	0.4276285854	0.9050533336	0.7837532455	0.5446148439	TRUE	0.5928	0.7219	0.2903	0.7696	0.5122	0.3796	0.3614	0.3727	30s_Interval_AutoLog
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:26.451Z	B	Victory	0.2480873406	1	0	0.8120218352	TRUE	0.6588	0.2607	0.4256	0.2169	0.5127	0.3573	0.3618	0.3489	left
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:28.016Z	B	Heart	0.008823108303	1	0.03266669494	0.7407724338	TRUE	0.1593	0.5166	0.1524	0.5041	0.455	0.3353	0.3331	0.3704	
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:28.558Z	B	Victory	0.09767806487	1	0.1914683171	0.7074056052	TRUE	0.4082	0.6989	0.174	0.7037	0.5057	0.348	0.3567	0.3706	right
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:29.091Z	B	Victory	0.2952163738	1	0.4647505623	0.6611413967	TRUE	0.5516	0.2359	0.4295	0.2936	0.5443	0.3448	0.3968	0.3555	left
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:30.077Z	B	Heart	0.08703304354	1	0.2252560024	0.6929186601	TRUE	0.6115	0.5568	0.6094	0.4485	0.521	0.364	0.4103	0.3458	
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:35.262Z	B	Victory	0.1328267369	1	0.2057624359	0.7111898316	TRUE	0.2633	0.2649	0.1619	0.367	0.4435	0.3335	0.3036	0.3733	right
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:37.426Z	B	Heart	0.1160219046	1	0.2891248893	0.6778117649	TRUE	0.6213	0.6235	0.6064	0.5913	0.5349	0.3884	0.429	0.337	
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:37.754Z	B	Heart	0	1	0.1298027579	0.7045690347	TRUE	0.7007	0.6403	0.7096	0.645	0.5376	0.3923	0.419	0.3376	
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:39.872Z	B	Victory	0.2106391195	1	0.2066301384	0.7303392314	TRUE	0.3142	0.3341	0.1863	0.3416	0.4992	0.3447	0.3605	0.3578	right
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:41.274Z	B	Victory	0.1754293182	1	0.3390013822	0.6752068458	TRUE	0.5934	0.2656	0.4015	0.2405	0.5503	0.3509	0.4041	0.3398	left
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:43.364Z	B	Heart	0.4166666651	1	0.1574607226	0.7990554134	TRUE	0.3445	0.3705	0.321	0.4371	0.4389	0.3393	0.3041	0.3662	
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:43.691Z	B	Fireworks_Explosion	0.3220174582	1	0.4052676929	0.688660672	TRUE	0.5372	0.7855	0.328	0.8121	0.491	0.3555	0.3494	0.3707	left
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:44.342Z	B	Victory	0.2793602096	0.9385294999	0.6253198038	0.576389921	TRUE	0.5566	0.2844	0.4524	0.3036	0.5607	0.3451	0.4135	0.3588	right
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:47.364Z	B	Victory	0.7488921859	0.7974913197	0.6165351754	0.640432263	TRUE	0.7601	0.6259	0.2098	0.6188	0.5331	0.3701	0.383	0.3831	left
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:50.289Z	B	Victory	0.8590821268	0.7812658472	0.4217012376	0.7296814374	TRUE	0.6202	0.6754	0.2332	0.7233	0.5258	0.3704	0.3783	0.3579	right
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:51.017Z	B	Victory	0.8787547489	0.8537462649	0.3534233217	0.7874890306	TRUE	0.5755	0.4865	0.1457	0.4579	0.4857	0.3622	0.336	0.3672	left
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:51.582Z	B	Gull_Flap	1	0.9235721867	0.1749350705	0.9082016	TRUE	0.6452	0.2474	0.1082	0.3463	0.4657	0.3519	0.3187	0.3681	
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:53.492Z	B	Heart	0.4169212725	1	0.1369555251	0.8062958843	TRUE	0.4246	0.3344	0.4257	0.3996	0.5152	0.3376	0.3842	0.3541	
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:54.238Z	B	Dance_Continuous	0	0.5298115034	0.6121191441	0.3476829009	TRUE	0.398	0.3209	0.4081	0.3547	0.4961	0.3302	0.3702	0.3525	30s_Interval_AutoLog
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:55.060Z	B	Gull_Flap	0.4183712507	0.8309278622	0.2042254547	0.7154850484	TRUE	0.7383	0.2596	0.1461	0.2536	0.5094	0.3536	0.348	0.3639	
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:57.421Z	B	Victory	1	1	0.05298308272	0.981455921	TRUE	0.7168	0.6455	0.1783	0.6707	0.5407	0.3678	0.386	0.367	left
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:06:58.640Z	B	Gull_Flap	1	1	0.08118532501	0.9715851362	TRUE	0.6514	0.3446	0.1157	0.3633	0.4703	0.3562	0.3174	0.3666	
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:07:00.183Z	B	Gull_Flap	1	1	0.7713892804	0.7300137519	TRUE	0.7403	0.1701	0.2193	0.139	0.5585	0.3529	0.3973	0.3525	
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:07:00.426Z	B	Victory	1	0.6517371983	0.7682783078	0.5917974716	TRUE	0.6564	0.5446	0.1932	0.6762	0.5333	0.3672	0.3779	0.3559	right
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:07:02.145Z	B	Heart	0.157312308	1	0.6079103766	0.5765594452	TRUE	0.4922	0.3882	0.4622	0.3816	0.5336	0.3562	0.3972	0.3428	
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:07:02.687Z	B	Victory	0.2249183451	1	0.434696181	0.6540859229	TRUE	0.6618	0.3127	0.2869	0.3003	0.5329	0.3631	0.3756	0.3579	right
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:07:02.954Z	B	Victory	0.5127564583	1	0.1961469485	0.8095376826	TRUE	0.6747	0.262	0.2355	0.2512	0.5117	0.3544	0.3586	0.3589	left
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:07:06.713Z	B	Gull_Flap	0.5457368879	1	0.08072971229	0.8581788227	TRUE	0.7056	0.3014	0.1437	0.307	0.482	0.3484	0.3297	0.3671	
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:07:09.514Z	B	Heart	0.02657291073	0.9290171104	0.7499863786	0.4657548393	TRUE	0.4682	0.4575	0.4402	0.4674	0.5281	0.3614	0.3818	0.3719	
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:07:09.916Z	B	Fireworks_Explosion	0	0.9143780431	0.8019623082	0.4350644094	TRUE	0.4357	0.275	0.4386	0.2711	0.5149	0.3557	0.375	0.3534	left
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:07:11.185Z	B	Victory	0	1	0.1410503197	0.7006323881	TRUE	0.3688	0.4586	0.4398	0.4351	0.4743	0.3442	0.3341	0.3725	left
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:07:19.445Z	B	Victory	0.2916366137	1	0.2908292478	0.7211189167	TRUE	0.7541	0.2863	0.5704	0.335	0.5504	0.3489	0.4076	0.3561	left
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:07:23.524Z	B	Victory	0.3104088133	1	0.03296967934	0.8160628156	TRUE	0.3081	0.6801	0.16	0.7423	0.4464	0.3722	0.3336	0.3806	right
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:07:24.299Z	B	Dance_Continuous	0.1114304587	1	0.09560644599	0.7443953586	TRUE	0.268	0.2861	0.177	0.262	0.4537	0.3316	0.3381	0.3592	30s_Interval_AutoLog
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:07:25.838Z	B	Heart	0	1	0.5097537432	0.5715861899	TRUE	0.6646	0.637	0.649	0.6861	0.5793	0.3989	0.4541	0.3472	
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:07:26.826Z	B	Victory	0.06376232087	1	0.4765841818	0.5991361166	TRUE	0.316	0.2301	0.225	0.31	0.4447	0.326	0.2997	0.3602	right
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:07:27.467Z	B	Victory	0.07435189718	1	0.09370932048	0.7357897121	TRUE	0.2259	0.7522	0.2741	0.7042	0.4139	0.35	0.3287	0.3662	left
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:07:29.641Z	B	Victory	0.1665227258	1	0.6723154737	0.5563202657	TRUE	0.6062	0.5358	0.4888	0.3683	0.4872	0.3698	0.3457	0.3537	right
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:07:32.548Z	B	Victory	0.3024239733	1	0.2695187393	0.7312744346	TRUE	0.6124	0.8581	0.4246	0.8396	0.5944	0.3791	0.4436	0.3552	left
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:07:33.457Z	B	Heart	0.1024957822	1	0.2978241268	0.6713855012	TRUE	0.2996	0.3183	0.2787	0.3461	0.4874	0.3345	0.3502	0.3421	
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:07:33.869Z	B	Victory	0	0.8276873489	0.2851855255	0.5812600056	TRUE	0.2531	0.3744	0.1751	0.3543	0.4586	0.3267	0.3336	0.3694	right
sess_wkabiktqx	NCNU_User_1774321507963	2026-03-24T03:07:37.221Z	B	Victory	1	1	0.1299006684	0.9545347661	TRUE	0.3555	0.8212	0.4043	0.5984	0.4106	0.3921	0.484	0.3715	left
sess_s274b7irk	NCNU_User_1774321661437	2026-03-24T03:07:41.713Z	B	Fireworks_Explosion	0.5	0.5	0.5	0.5	FALSE	0.0633	0.7026	0.0766	0.7969	0.0652	0.6536	0.0432	0.6564	right
sess_s274b7irk	NCNU_User_1774321661437	2026-03-24T03:07:48.960Z	B	Heart	0.5	0.5	0.5	0.5	FALSE	0.0848	0.8084	0.0806	0.7859	0.0922	0.8059	0.0953	0.7248	
sess_s274b7irk	NCNU_User_1774321661437	2026-03-24T03:07:53.701Z	B	Baseline_End	0.347802676	0.1916068619	0.8804069015	0.2054509982	TRUE	0.5012	0.9485	0.3031	0.9443	0.4847	0.4165	0.3323	0.4036	baseline calibrated
sess_s274b7irk	NCNU_User_1774321661437	2026-03-24T03:07:54.350Z	B	Dance_Continuous	0.5907212325	1	0.2362817347	0.814981701	TRUE	0.568	0.9436	0.2614	0.915	0.4809	0.418	0.3284	0.4052	30s_Interval_AutoLog
sess_s274b7irk	NCNU_User_1774321661437	2026-03-24T03:07:55.106Z	B	Heart	0.05335779595	1	0.1188676912	0.7217357571	TRUE	0.4271	0.9026	0.385	0.9004	0.4815	0.4096	0.3338	0.3917	
sess_s274b7irk	NCNU_User_1774321661437	2026-03-24T03:07:55.424Z	B	Victory	0.2996522258	0.8555647782	0	0.7671389677	TRUE	0.5593	0.9327	0.2786	0.8603	0.4854	0.4179	0.3351	0.3991	left
sess_s274b7irk	NCNU_User_1774321661437	2026-03-24T03:08:02.280Z	B	Gull_Flap	1	1	0.2141718339	0.9250398581	TRUE	0.7012	0.2665	0.0643	0.2114	0.5065	0.368	0.3395	0.3622	
sess_rw7kcxk8s	NCNU_User_1774321683547	2026-03-24T03:08:03.624Z	B	Gull_Flap	0.5	0.5	0.5	0.5	FALSE	0.7463	0.2646	0.0588	0.2233	0.5099	0.3772	0.3446	0.3712	
sess_rw7kcxk8s	NCNU_User_1774321683547	2026-03-24T03:08:04.457Z	B	Victory	0.5	0.5	0.5	0.5	FALSE	0.5823	0.7756	0.2271	0.8416	0.5021	0.4195	0.3493	0.4003	right
sess_rw7kcxk8s	NCNU_User_1774321683547	2026-03-24T03:08:05.009Z	B	Gull_Flap	0.5	0.5	0.5	0.5	FALSE	0.7705	0.257	0.0502	0.2409	0.5149	0.3776	0.3474	0.3697	
sess_rw7kcxk8s	NCNU_User_1774321683547	2026-03-24T03:08:06.513Z	B	Gull_Flap	0.5	0.5	0.5	0.5	FALSE	0.766	0.2591	0.0604	0.2422	0.5183	0.379	0.3515	0.3762	
sess_rw7kcxk8s	NCNU_User_1774321683547	2026-03-24T03:08:11.306Z	B	Victory	0.5	0.5	0.5	0.5	FALSE	0.5141	0.9285	0.2403	0.1345	0.5006	0.4151	0.3475	0.383	right
sess_rw7kcxk8s	NCNU_User_1774321683547	2026-03-24T03:08:14.109Z	B	Baseline_End	1	0.125099274	0.3402870613	0.5309392382	TRUE	0.4925	0.9247	0.1628	0.0385	0.502	0.4101	0.3523	0.3482	baseline calibrated
sess_rw7kcxk8s	NCNU_User_1774321683547	2026-03-24T03:08:14.616Z	B	Victory	1	0.1569832197	0.5209686587	0.4804542573	TRUE	0.4903	0.9315	0.2215	-0.0535	0.5016	0.4178	0.352	0.3577	right
sess_rw7kcxk8s	NCNU_User_1774321683547	2026-03-24T03:08:16.546Z	B	Victory	0.2252842241	0.6287576182	0.3243289339	0.5443089764	TRUE	0.534	0.2951	0.3301	0.9306	0.4917	0.4009	0.334	0.4063	left
sess_rw7kcxk8s	NCNU_User_1774321683547	2026-03-24T03:08:18.855Z	B	Heart	0	0.6837329746	0.8432695198	0.3283488579	TRUE	0.4281	0.4575	0.4292	0.4634	0.4937	0.3868	0.3591	0.3747	
sess_rw7kcxk8s	NCNU_User_1774321683547	2026-03-24T03:08:19.810Z	B	Gull_Flap	0.1210578445	0.6515216775	0.9925384458	0.2934846761	TRUE	0.6784	0.3578	0.199	0.2857	0.5113	0.4002	0.363	0.3842	
sess_rw7kcxk8s	NCNU_User_1774321683547	2026-03-24T03:08:20.681Z	B	Heart	0	0.4746376486	0.5318341202	0.3537131174	TRUE	0.4112	0.9007	0.4108	0.9011	0.506	0.4144	0.3581	0.3884	
sess_rw7kcxk8s	NCNU_User_1774321683547	2026-03-24T03:08:21.790Z	B	Victory	0.05453103906	0.4396697764	0.8990786786	0.2248231328	TRUE	0.7175	0.6096	0.1084	0.5812	0.4936	0.4113	0.3437	0.3989	left
sess_rw7kcxk8s	NCNU_User_1774321683547	2026-03-24T03:08:24.155Z	B	Victory	0.3906751894	0.9297970107	0	0.8195876016	TRUE	0.6246	0.8634	0.1876	0.8362	0.4941	0.4114	0.3447	0.3983	right
sess_rw7kcxk8s	NCNU_User_1774321683547	2026-03-24T03:08:24.613Z	B	Victory	0.3521154104	0.9524039236	0	0.8189904221	TRUE	0.6806	0.6646	0.1374	0.6227	0.4957	0.4137	0.3476	0.3953	left
sess_rw7kcxk8s	NCNU_User_1774321683547	2026-03-24T03:08:26.561Z	B	Gull_Flap	0.3669273553	0.5952018476	0.007462164182	0.6772008204	TRUE	0.6764	0.4018	0.1533	0.3716	0.4932	0.4144	0.3453	0.3893	
sess_rw7kcxk8s	NCNU_User_1774321683547	2026-03-24T03:08:27.347Z	B	Victory	0.170539707	0.6262551109	0	0.6431369711	TRUE	0.4988	0.9355	0.2894	0.903	0.5005	0.4155	0.3534	0.3981	right
sess_rw7kcxk8s	NCNU_User_1774321683547	2026-03-24T03:08:29.553Z	B	Victory	0.5890829745	0.3502127563	1	0.2873558462	TRUE	0.5055	0.93	0.1744	0.5588	0.5027	0.4136	0.3526	0.3948	left
sess_rw7kcxk8s	NCNU_User_1774321683547	2026-03-24T03:08:32.048Z	B	Victory	0.3854710267	0.4789767224	1	0.2879584456	TRUE	0.6296	0.8992	0.2355	0.9291	0.498	0.4217	0.3435	0.4028	right
